GeneSymbol_EnsemblGeneID,alpha7G_Control_Male,alpha7G_Smoked_Male,alpha7E260A:G_Control_Male,alpha7E260A:G_Smoked_Male,alpha7G_C_Female,alpha7G_Smoked_Female,alpha7E260A:G_C_Female,alpha7E260A:G_Smoked_Female
Gm8526_ENSMUSG00000057685.7,0,3,0,1,0,0,2,2
Gm853_ENSMUSG00000023120.9,0,0,0,0,0,0,0,0
Gm8597_ENSMUSG00000079712.1,0,0,0,0,0,0,0,0
Gm8603_ENSMUSG00000060417.4,0,0,0,0,0,0,0,0
Gm8618_ENSMUSG00000073559.1,2,10,0,3,7,5,11,5
Gm8653_ENSMUSG00000091554.1,0,0,0,0,0,0,0,0
Gm8660_ENSMUSG00000078397.2,0,0,0,0,0,0,0,0
Gm8677_ENSMUSG00000092479.1,0,0,0,0,0,0,0,0
Gm867_ENSMUSG00000050157.4,168,380,150,248,366,268,138,254
Gm8693_ENSMUSG00000090988.1,0,0,0,0,0,0,0,0
Gm8695_ENSMUSG00000076786.2,0,0,0,0,0,0,0,0
Gm8701_ENSMUSG00000091739.1,0,0,0,0,0,0,0,0
Gm8713_ENSMUSG00000076791.1,0,0,0,0,0,0,0,0
Gm8720_ENSMUSG00000091505.1,0,0,0,0,0,0,0,0
Gm8721_ENSMUSG00000076795.2,1,14,0,1,0,10,4,0
Gm8730_ENSMUSG00000063696.5,6,12,297,200,9,16,21,395
Gm8759_ENSMUSG00000067870.2,44,120,47,30,85,84,147,81
Gm8765_ENSMUSG00000074901.1,0,0,0,0,0,1,0,0
Gm8766_ENSMUSG00000091335.1,0,0,0,0,0,0,0,0
Gm8773_ENSMUSG00000073234.2,0,0,0,0,2,0,0,0
Gm8787_ENSMUSG00000079517.2,14,22,20,16,28,12,22,25
Gm8841_ENSMUSG00000091957.1,5,10,4,4,5,4,4,6
Gm884_ENSMUSG00000034239.8,0,0,0,0,0,0,0,0
Gm8857_ENSMUSG00000091933.1,0,0,0,0,0,0,0,0
Gm885_ENSMUSG00000040528.7,219,203,213,260,264,258,505,472
Gm8871_ENSMUSG00000091903.1,0,0,0,0,0,0,0,0
Gm8879_ENSMUSG00000091602.1,0,0,1,1,0,0,0,0
Gm8882_ENSMUSG00000030143.7,0,0,0,0,0,0,0,0
Gm8890_ENSMUSG00000091720.1,0,0,0,0,0,0,0,0
Gm8894_ENSMUSG00000060680.1,0,2,0,1,4,2,8,2
Gm8897_ENSMUSG00000091823.1,0,0,0,0,2,0,0,0
Gm8898_ENSMUSG00000089756.2,0,0,0,0,0,0,0,0
Gm889_ENSMUSG00000071342.3,0,0,0,0,2,2,0,0
Gm88_ENSMUSG00000071073.4,22,34,28,20,33,49,23,21
Gm8906_ENSMUSG00000092089.1,0,0,0,0,0,0,0,0
Gm8909_ENSMUSG00000073402.4,0,0,0,0,0,0,0,0
Gm8910_ENSMUSG00000069106.2,0,0,0,0,0,0,0,0
Gm8914_ENSMUSG00000073068.2,0,0,0,0,0,0,0,0
Gm8922_ENSMUSG00000090979.1,0,0,0,0,0,0,0,0
Gm8923_ENSMUSG00000078896.3,0,0,0,0,0,0,0,0
Gm8926_ENSMUSG00000091885.1,0,0,0,0,0,0,0,0
Gm8973_ENSMUSG00000064081.3,0,2,0,2,1,0,1,0
Gm8975_ENSMUSG00000086875.1,0,0,0,0,0,0,0,0
Gm8979_ENSMUSG00000091928.1,0,0,0,0,0,0,0,0
Gm8989_ENSMUSG00000091567.1,0,0,0,0,0,0,0,0
Gm8991_ENSMUSG00000059179.5,0,0,0,0,0,0,0,0
Gm8994_ENSMUSG00000060782.5,0,0,0,0,0,1,0,0
Gm9000_ENSMUSG00000059751.5,4,10,7,491,5,13,10,279
Gm9008_ENSMUSG00000072476.4,0,0,0,0,0,0,0,0
Gm900_ENSMUSG00000076611.2,0,0,0,0,0,0,0,0
Gm900_ENSMUSG00000087642.1,2,0,0,0,4,0,0,0
Gm9034_ENSMUSG00000071320.2,0,6,5,2,2,0,4,0
Gm9047_ENSMUSG00000090685.1,0,0,0,0,0,0,0,0
Gm9049_ENSMUSG00000074684.2,0,0,0,0,0,0,0,0
Gm904_ENSMUSG00000074902.1,0,0,0,0,0,0,0,0
Gm906_ENSMUSG00000074904.1,0,0,0,0,0,0,0,0
Gm9104_ENSMUSG00000071077.4,1,0,0,0,0,0,0,1
Gm9107_ENSMUSG00000091907.1,0,0,0,0,0,0,0,0
Gm9112_ENSMUSG00000079479.2,0,0,0,0,0,0,0,0
Gm9116_ENSMUSG00000074429.1,0,0,0,0,0,0,0,0
Gm9117_ENSMUSG00000074428.2,0,0,0,0,0,0,0,0
Gm9125_ENSMUSG00000074426.2,0,0,0,0,0,0,0,0
Gm9140_ENSMUSG00000090513.1,0,0,0,0,0,0,0,0
Gm9182_ENSMUSG00000091240.1,0,4,0,0,0,0,1,0
Gm9222_ENSMUSG00000091094.1,0,1,2,0,0,5,0,4
Gm9232_ENSMUSG00000090959.1,0,0,0,0,0,0,19,0
Gm9234_ENSMUSG00000058050.3,5,1,0,2,2,8,2,2
Gm9235_ENSMUSG00000076723.1,0,0,1,0,1,0,0,0
Gm9257_ENSMUSG00000078375.1,0,0,0,0,0,0,0,0
Gm9268_ENSMUSG00000091528.2,0,0,0,0,0,0,0,0
Gm9312_ENSMUSG00000092064.1,0,0,0,0,0,0,0,0
Gm9343_ENSMUSG00000070541.4,0,0,0,0,0,0,0,0
Gm9372_ENSMUSG00000090474.1,0,1,0,0,0,0,1,1
Gm9376_ENSMUSG00000092109.1,0,0,0,0,0,0,0,0
Gm9396_ENSMUSG00000063328.6,0,3,2,0,1,0,0,0
Gm9479_ENSMUSG00000090303.1,0,0,0,0,0,0,0,0
Gm9493_ENSMUSG00000044424.3,9,26,5,8,15,21,18,18
Gm949_ENSMUSG00000073568.1,0,0,0,0,0,0,0,0
Gm94_ENSMUSG00000071858.3,0,6,0,0,0,0,0,0
Gm9513_ENSMUSG00000090710.1,0,0,0,0,0,0,0,0
Gm9573_ENSMUSG00000090588.2,0,0,0,0,0,0,0,0
Gm9590_ENSMUSG00000091781.1,0,0,0,0,0,0,0,0
Gm9602_ENSMUSG00000090539.1,0,0,0,0,0,0,0,0
Gm9603_ENSMUSG00000090279.1,0,0,0,0,0,0,0,0
Gm960_ENSMUSG00000071691.3,0,0,0,0,0,3,0,0
Gm9611_ENSMUSG00000072609.3,0,0,0,0,0,0,0,0
Gm962_ENSMUSG00000049562.5,213,115,366,193,198,133,119,109
Gm9631_ENSMUSG00000078564.3,0,0,0,1,0,1,3,3
Gm9696_ENSMUSG00000070465.3,0,0,0,0,0,0,0,0
Gm9705_ENSMUSG00000062464.5,5,6,13,2,20,7,12,13
Gm9726_ENSMUSG00000051031.6,0,0,2,0,0,0,0,0
Gm9732_ENSMUSG00000090440.1,0,0,0,0,0,0,0,0
Gm9733_ENSMUSG00000078783.1,138,190,233,125,79,118,208,212
Gm973_ENSMUSG00000047361.8,264,196,279,320,484,231,202,245
Gm9740_ENSMUSG00000076719.2,356,452,39,50,264,412,1715,48
Gm9742_ENSMUSG00000091053.1,0,0,0,0,0,0,0,0
Gm9745_ENSMUSG00000021148.4,0,0,1,0,0,0,0,0
Gm9746_ENSMUSG00000021867.8,0,0,0,0,0,0,0,0
Gm9747_ENSMUSG00000022591.5,0,0,0,0,0,0,0,0
Gm9754_ENSMUSG00000029360.3,0,0,0,0,0,0,0,0
Gm9755_ENSMUSG00000030735.4,0,2,0,3,1,2,0,3
Gm9758_ENSMUSG00000033219.8,0,2,0,0,3,0,0,1
Gm9762_ENSMUSG00000037096.4,0,2,2,7,7,3,6,6
Gm9765_ENSMUSG00000038218.3,0,0,9,3,0,0,5,5
Gm9766_ENSMUSG00000038594.7,48,7,62,27,27,15,19,28
Gm9767_ENSMUSG00000039098.3,0,0,0,0,0,0,0,0
Gm9772_ENSMUSG00000040775.5,0,0,0,0,0,0,0,0
Gm9774_ENSMUSG00000042165.6,2,1,0,0,7,6,1,0
Gm9775_ENSMUSG00000042730.7,0,0,0,0,0,0,0,0
Gm9776_ENSMUSG00000042857.2,11,4,6,2,19,6,18,8
Gm9780_ENSMUSG00000043248.6,0,0,0,0,0,0,0,0
Gm9781_ENSMUSG00000043424.8,3,1,3,1,1,1,5,2
Gm9782_ENSMUSG00000043472.7,0,0,0,0,0,0,0,0
Gm9789_ENSMUSG00000044227.4,0,0,0,0,0,0,0,0
Gm9796_ENSMUSG00000045075.2,0,0,0,2,0,2,0,0
Gm9797_ENSMUSG00000045455.6,1,0,0,0,0,1,1,0
Gm9799_ENSMUSG00000045520.3,0,0,0,0,0,0,0,0
Gm97_ENSMUSG00000055933.7,0,0,0,0,0,0,0,0
Gm9804_ENSMUSG00000045946.3,0,0,0,0,0,0,0,0
Gm9805_ENSMUSG00000046088.8,0,0,0,0,0,0,0,0
Gm9808_ENSMUSG00000046620.3,2,4,2,3,2,3,6,3
Gm9817_ENSMUSG00000047061.6,0,0,0,0,0,0,0,0
Gm9821_ENSMUSG00000047923.2,0,0,0,0,1,0,0,0
Gm9829_ENSMUSG00000048643.4,0,0,0,0,0,0,0,0
Gm9830_ENSMUSG00000048648.4,0,0,0,1,0,0,0,0
Gm9833_ENSMUSG00000049230.7,6,0,0,6,4,1,7,5
Gm9837_ENSMUSG00000049427.2,1,0,0,0,0,0,0,0
Gm9839_ENSMUSG00000049830.2,0,0,0,0,0,0,0,0
Gm9843_ENSMUSG00000050299.7,21,57,14,25,27,31,61,32
Gm9846_ENSMUSG00000050621.4,0,0,0,0,0,0,0,0
Gm9847_ENSMUSG00000050974.3,1,0,0,0,0,0,0,0
Gm9848_ENSMUSG00000051002.6,0,0,0,0,0,0,0,0
Gm9851_ENSMUSG00000051226.4,0,0,1,0,0,0,0,0
Gm9853_ENSMUSG00000051554.2,8,2,8,3,20,7,7,8
Gm9857_ENSMUSG00000051638.1,0,0,0,0,0,0,0,0
Gm9858_ENSMUSG00000051723.6,0,2,1,0,0,2,1,1
Gm9866_ENSMUSG00000052076.7,0,0,0,0,0,0,0,0
Gm9867_ENSMUSG00000052098.2,0,0,0,0,0,0,0,0
Gm9869_ENSMUSG00000052143.7,0,0,0,0,0,1,0,0
Gm9871_ENSMUSG00000052236.5,0,0,0,0,0,0,0,0
Gm9873_ENSMUSG00000052368.1,0,0,0,0,0,0,0,0
Gm9874_ENSMUSG00000052388.1,0,0,0,0,0,0,0,0
Gm9875_ENSMUSG00000052389.1,0,0,0,0,0,0,0,0
Gm9880_ENSMUSG00000052469.7,0,0,0,0,0,0,0,0
Gm9881_ENSMUSG00000052471.2,0,0,0,0,0,0,0,0
Gm9884_ENSMUSG00000052558.1,0,0,0,0,0,0,0,0
Gm9885_ENSMUSG00000052629.4,0,0,0,0,0,0,0,0
Gm9887_ENSMUSG00000052673.1,5,4,1,8,2,9,9,2
Gm9894_ENSMUSG00000052909.6,0,0,0,0,0,0,0,0
Gm9897_ENSMUSG00000053178.3,24,5,11,10,11,13,20,11
Gm9898_ENSMUSG00000053185.1,0,7,0,0,0,0,0,0
Gm98_ENSMUSG00000036098.8,35,32,56,42,62,49,32,26
Gm9900_ENSMUSG00000053218.2,0,0,0,0,0,0,0,0
Gm9905_ENSMUSG00000053358.2,1,0,1,3,1,2,0,2
Gm9912_ENSMUSG00000053583.3,0,0,0,0,0,0,0,1
Gm9913_ENSMUSG00000053615.1,0,0,0,0,5,0,0,0
Gm9915_ENSMUSG00000053640.1,0,0,0,0,0,0,0,0
Gm9920_ENSMUSG00000053749.6,6,7,6,7,9,2,16,8
Gm9922_ENSMUSG00000053821.3,2,2,0,2,10,0,0,0
Gm9924_ENSMUSG00000053839.1,0,0,0,0,0,0,0,0
Gm9925_ENSMUSG00000053861.1,0,0,0,0,0,0,0,0
Gm9930_ENSMUSG00000053980.4,0,0,0,0,0,0,0,0
Gm9931_ENSMUSG00000053988.2,0,0,0,0,0,0,0,0
Gm9932_ENSMUSG00000054032.1,0,0,0,0,0,0,0,0
Gm9933_ENSMUSG00000054044.4,0,0,0,0,0,1,0,0
Gm9934_ENSMUSG00000054061.6,0,0,0,0,0,0,0,0
Gm9936_ENSMUSG00000054123.4,0,0,0,0,0,0,0,0
Gm9938_ENSMUSG00000054178.1,18,23,36,21,23,1,23,19
Gm9944_ENSMUSG00000054345.2,0,0,0,0,0,0,0,0
Gm9945_ENSMUSG00000054450.1,0,0,0,1,0,0,0,0
Gm9947_ENSMUSG00000054493.1,1,0,0,0,0,0,0,0
Gm9949_ENSMUSG00000054589.1,18,14,10,10,25,11,19,10
Gm9953_ENSMUSG00000054663.3,0,0,0,0,4,1,0,1
Gm9954_ENSMUSG00000054714.3,0,0,0,0,0,0,0,3
Gm9955_ENSMUSG00000054745.1,0,0,0,0,0,0,0,0
Gm9956_ENSMUSG00000054758.4,0,0,0,0,0,0,0,0
Gm9958_ENSMUSG00000054945.3,16,9,2,13,8,4,27,3
Gm9961_ENSMUSG00000055015.5,0,6,3,0,4,2,6,2
Gm9962_ENSMUSG00000055048.6,0,0,0,0,0,0,0,0
Gm9964_ENSMUSG00000055072.2,0,0,0,0,0,0,0,0
Gm9966_ENSMUSG00000055099.3,0,0,0,0,0,0,0,0
Gm9967_ENSMUSG00000055323.4,1,0,0,0,0,0,0,0
Gm9969_ENSMUSG00000055406.3,0,0,0,0,0,0,0,0
Gm996_ENSMUSG00000029419.7,1,0,1,0,2,1,0,0
Gm9970_ENSMUSG00000055424.3,0,0,0,0,0,3,3,0
Gm9972_ENSMUSG00000055456.1,0,0,0,0,0,0,0,0
Gm9978_ENSMUSG00000055704.4,0,9,0,1,0,3,0,4
Gm9979_ENSMUSG00000055732.1,0,0,0,0,0,0,0,0
Gm9982_ENSMUSG00000055831.3,4,0,7,2,0,0,11,0
Gm9989_ENSMUSG00000056023.2,0,0,0,0,0,0,0,0
Gm9990_ENSMUSG00000056106.1,0,0,0,0,0,0,0,0
Gm9991_ENSMUSG00000056128.3,0,0,0,0,0,0,0,0
Gm9992_ENSMUSG00000056133.4,0,0,0,0,0,1,0,0
Gm9994_ENSMUSG00000056307.7,0,0,0,0,0,0,0,0
Gm9996_ENSMUSG00000056316.2,0,0,0,0,0,0,0,0
Gm9999_ENSMUSG00000056509.4,0,0,0,0,0,0,0,0
Gm9_ENSMUSG00000073243.1,0,0,0,0,0,0,0,0
Gmcl1_ENSMUSG00000001157.7,357,248,361,411,402,328,348,391
Gmcl1l_ENSMUSG00000078332.2,0,0,0,0,0,0,0,0
Gmds_ENSMUSG00000038372.6,136,247,191,207,238,261,376,341
Gmeb1_ENSMUSG00000028901.7,198,134,196,157,195,128,134,133
Gmeb2_ENSMUSG00000038705.7,209,100,185,176,146,130,105,64
Gmfb_ENSMUSG00000062014.6,247,245,200,284,304,209,306,273
Gmfg_ENSMUSG00000060791.8,482,774,269,321,621,700,1228,669
Gmip_ENSMUSG00000036246.8,985,507,1214,769,623,537,523,543
Gml_ENSMUSG00000068349.5,0,0,0,2,0,0,7,0
Gmnn_ENSMUSG00000006715.4,170,389,153,204,218,305,506,378
Gmppa_ENSMUSG00000033021.10,450,475,427,385,518,469,451,479
Gmppb_ENSMUSG00000070284.4,207,240,206,204,279,256,336,218
Gmpr2_ENSMUSG00000002326.5,383,454,358,381,351,353,614,519
Gmpr_ENSMUSG00000000253.6,251,401,229,274,507,381,335,411
Gmps_ENSMUSG00000027823.8,686,747,595,641,955,787,881,873
Gna11_ENSMUSG00000034781.5,171,147,215,175,188,194,132,134
Gna12_ENSMUSG00000000149.5,210,183,281,376,257,185,250,283
Gna13_ENSMUSG00000020611.8,446,248,574,362,390,227,323,192
Gna14_ENSMUSG00000024697.3,73,94,99,70,118,123,69,100
Gna15_ENSMUSG00000034792.8,315,367,377,379,305,285,500,388
Gnai1_ENSMUSG00000057614.5,28,34,36,26,41,24,7,20
Gnai2_ENSMUSG00000032562.7,4280,3470,4673,4332,4978,3987,3423,3961
Gnai3_ENSMUSG00000000001.4,1269,1098,1210,1289,1424,1119,1357,1356
Gnal_ENSMUSG00000024524.9,12,5,11,4,17,2,9,2
Gnao1_ENSMUSG00000031748.9,14,0,17,11,14,2,0,3
Gnaq_ENSMUSG00000024639.5,250,104,332,251,147,137,176,209
Gnas_ENSMUSG00000027523.12,5815,7182,5338,6228,7387,7250,6851,7035
Gnat1_ENSMUSG00000034837.7,0,0,1,0,0,4,0,0
Gnat2_ENSMUSG00000009108.9,1,6,1,0,0,2,25,0
Gnat3_ENSMUSG00000028777.7,1,0,0,2,0,0,0,3
Gnaz_ENSMUSG00000040009.5,9,9,24,16,11,25,10,20
Gnb1_ENSMUSG00000029064.8,2874,3092,3286,3446,3145,3010,3758,3595
Gnb1l_ENSMUSG00000000884.9,27,28,31,32,49,34,59,49
Gnb2_ENSMUSG00000029713.9,3519,3695,3447,3462,3595,4038,4017,3457
Gnb2l1_ENSMUSG00000020372.9,15780,26539,11586,14115,18767,23342,26274,21474
Gnb3_ENSMUSG00000023439.5,2,0,0,1,0,0,5,0
Gnb4_ENSMUSG00000027669.6,93,64,77,43,81,107,96,55
Gnb5_ENSMUSG00000032192.7,48,62,62,42,101,80,78,62
Gne_ENSMUSG00000028479.11,461,410,496,442,600,439,329,366
Gng10_ENSMUSG00000038607.6,4,2,4,1,5,6,0,4
Gng11_ENSMUSG00000032766.8,81,250,144,141,136,239,286,209
Gng12_ENSMUSG00000036402.7,80,100,51,57,98,72,77,89
Gng13_ENSMUSG00000025739.7,0,4,0,1,4,16,1,5
Gng2_ENSMUSG00000043004.7,306,381,236,225,185,284,531,322
Gng3_ENSMUSG00000071658.4,0,0,0,1,1,0,1,2
Gng4_ENSMUSG00000021303.7,0,0,0,1,0,1,4,0
Gng5_ENSMUSG00000068523.6,388,1106,385,517,652,902,1620,989
Gng7_ENSMUSG00000048240.8,0,7,1,1,0,2,2,1
Gng8_ENSMUSG00000063594.4,0,13,5,7,0,0,0,2
Gngt1_ENSMUSG00000029663.5,3,2,0,0,0,0,0,0
Gngt2_ENSMUSG00000038811.7,697,1086,651,744,677,842,2674,1404
Gnl1_ENSMUSG00000024429.8,685,734,733,748,655,746,649,685
Gnl2_ENSMUSG00000028869.7,979,859,680,842,1014,740,748,833
Gnl3_ENSMUSG00000042354.6,537,535,434,499,521,493,652,563
Gnl3l_ENSMUSG00000025266.5,153,14,268,144,189,62,94,59
Gnmt_ENSMUSG00000002769.8,49,36,26,25,49,58,25,47
Gnpat_ENSMUSG00000031985.3,906,734,763,762,1013,810,830,702
Gnpda1_ENSMUSG00000052102.8,179,206,175,176,222,157,187,274
Gnpda2_ENSMUSG00000029209.9,200,229,156,240,269,275,350,308
Gnpnat1_ENSMUSG00000037722.7,98,122,70,86,168,179,165,147
Gnptab_ENSMUSG00000035311.9,1041,489,1457,974,923,618,968,892
Gnptg_ENSMUSG00000035521.6,496,537,447,575,542,656,688,641
Gnrh1_ENSMUSG00000015812.7,3,0,5,5,3,2,4,0
Gnrhr_ENSMUSG00000029255.8,0,0,0,0,0,0,0,0
Gns_ENSMUSG00000034707.6,1886,1478,3134,4010,2087,1627,2671,2849
Golga1_ENSMUSG00000026754.8,233,162,230,227,271,130,213,144
Golga2_ENSMUSG00000002546.9,763,500,853,759,724,489,486,506
Golga3_ENSMUSG00000029502.8,569,363,798,529,567,335,496,325
Golga4_ENSMUSG00000038708.8,819,268,1405,873,777,356,484,421
Golga5_ENSMUSG00000021192.8,676,536,561,609,791,506,640,500
Golga7_ENSMUSG00000015341.10,32,69,55,51,66,61,39,72
Golga7b_ENSMUSG00000042532.8,0,0,1,0,0,0,0,1
Golgb1_ENSMUSG00000034243.9,769,275,1501,894,928,313,578,371
Golgb1_ENSMUSG00000078096.1,4,3,1,0,0,0,1,0
Golim4_ENSMUSG00000034109.9,286,212,330,268,302,227,200,141
Golm1_ENSMUSG00000021556.5,463,332,419,391,411,321,380,295
Golph3_ENSMUSG00000022200.6,644,534,631,612,808,612,585,508
Golph3l_ENSMUSG00000046519.7,352,350,353,342,444,362,449,417
Golt1a_ENSMUSG00000041717.8,34,77,17,43,54,75,60,49
Golt1b_ENSMUSG00000030245.10,136,111,124,147,205,183,172,180
Gon4l_ENSMUSG00000054199.9,355,151,402,303,265,165,180,145
Gopc_ENSMUSG00000019861.7,296,169,270,220,215,197,195,220
Gorab_ENSMUSG00000040124.4,69,52,54,53,74,55,52,50
Gorasp1_ENSMUSG00000032513.7,112,75,92,105,101,86,93,84
Gorasp2_ENSMUSG00000014959.6,1073,1234,1010,960,1160,1136,1182,1088
Gosr1_ENSMUSG00000010392.8,221,196,222,200,190,146,169,169
Gosr2_ENSMUSG00000020946.7,499,406,397,384,449,444,535,448
Got1_ENSMUSG00000025190.7,320,335,334,361,447,382,411,424
Got1l1_ENSMUSG00000039720.6,22,39,27,16,96,24,28,18
Got2_ENSMUSG00000031672.7,396,349,347,309,408,361,455,410
Gp1ba_ENSMUSG00000050675.6,12,20,4,3,21,15,7,0
Gp1bb_ENSMUSG00000050761.3,5,32,0,3,24,13,2,4
Gp2_ENSMUSG00000030954.8,72,291,123,168,326,290,444,636
Gp49a_ENSMUSG00000089672.2,854,624,1031,1721,595,591,1116,1528
Gp5_ENSMUSG00000047953.6,21,27,13,11,39,16,3,4
Gp6_ENSMUSG00000078810.2,4,2,4,1,2,13,0,2
Gp9_ENSMUSG00000030054.3,14,86,7,16,30,29,11,0
Gpa33_ENSMUSG00000000544.8,0,0,2,1,0,0,0,1
Gpaa1_ENSMUSG00000022561.6,535,540,578,676,488,626,667,595
Gpam_ENSMUSG00000024978.9,359,132,337,158,377,196,123,119
Gpank1_ENSMUSG00000024389.8,2,5,0,3,6,4,6,0
Gpat2_ENSMUSG00000046338.3,1,0,4,0,3,9,0,0
Gpatch1_ENSMUSG00000063808.7,251,194,230,200,286,222,221,187
Gpatch2_ENSMUSG00000039210.10,149,91,121,94,120,80,126,73
Gpatch3_ENSMUSG00000028850.2,78,81,83,87,51,75,73,78
Gpatch4_ENSMUSG00000028069.9,236,249,180,129,196,186,219,201
Gpatch8_ENSMUSG00000034621.8,594,281,778,522,488,320,325,331
Gpbar1_ENSMUSG00000064272.3,0,0,0,0,6,0,0,0
Gpbp1_ENSMUSG00000032745.10,1229,1221,1017,1174,1381,1061,1194,1177
Gpbp1l1_ENSMUSG00000034042.9,635,604,707,742,683,528,568,507
Gpc1_ENSMUSG00000034220.6,128,89,140,108,147,153,156,82
Gpc2_ENSMUSG00000029510.9,18,7,23,15,7,21,1,20
Gpc3_ENSMUSG00000055653.7,765,1412,1054,1374,1289,1611,752,1496
Gpc4_ENSMUSG00000031119.4,84,42,57,70,80,103,23,47
Gpc5_ENSMUSG00000022112.6,0,0,0,0,0,0,0,0
Gpc6_ENSMUSG00000058571.4,8,19,16,44,40,18,7,21
Gpcpd1_ENSMUSG00000027346.9,2717,1456,2395,2597,1871,1578,2798,2202
Gpd1_ENSMUSG00000023019.6,205,187,196,213,207,232,279,251
Gpd1l_ENSMUSG00000050627.7,367,204,340,182,204,139,116,99
Gpd2_ENSMUSG00000026827.6,402,272,415,389,365,203,376,330
Gpha2_ENSMUSG00000024784.7,1,10,1,0,3,5,11,4
Gphb5_ENSMUSG00000048982.2,0,0,0,0,0,0,0,0
Gphn_ENSMUSG00000047454.5,230,218,229,211,309,244,159,208
Gpi1_ENSMUSG00000036427.4,3029,3435,2683,2796,3045,2773,3615,3060
Gpihbp1_ENSMUSG00000022579.4,218,590,237,203,283,562,300,223
Gpkow_ENSMUSG00000031148.8,322,283,342,290,338,279,321,240
Gpld1_ENSMUSG00000021340.5,54,85,86,80,21,39,22,47
Gpm6a_ENSMUSG00000031517.6,46,107,57,103,172,79,84,138
Gpm6b_ENSMUSG00000031342.10,47,25,80,41,37,42,33,24
Gpn1_ENSMUSG00000064037.7,233,190,183,208,311,185,242,245
Gpn2_ENSMUSG00000028848.7,147,190,154,143,219,212,162,145
Gpn3_ENSMUSG00000029464.4,216,388,204,223,296,279,385,261
Gpnmb_ENSMUSG00000029816.7,1500,2372,3942,12104,2442,2402,6140,10312
Gpr101_ENSMUSG00000036357.5,0,0,0,0,0,0,0,0
Gpr107_ENSMUSG00000000194.7,475,372,488,430,388,431,560,450
Gpr108_ENSMUSG00000005823.7,1000,932,1004,964,941,952,1154,1003
Gpr110_ENSMUSG00000041293.5,0,0,0,0,0,0,0,0
Gpr111_ENSMUSG00000057899.6,0,0,0,0,0,1,0,0
Gpr112_ENSMUSG00000053852.5,0,0,0,0,14,0,0,0
Gpr113_ENSMUSG00000067642.5,1,0,2,7,0,6,8,2
Gpr114_ENSMUSG00000061577.5,139,91,113,150,111,171,106,90
Gpr115_ENSMUSG00000023918.6,0,7,0,0,1,1,0,1
Gpr116_ENSMUSG00000056492.4,2574,1756,2033,1401,2722,1798,862,828
Gpr119_ENSMUSG00000051209.3,0,0,0,0,0,0,0,0
Gpr123_ENSMUSG00000025475.10,0,0,0,0,0,1,0,0
Gpr124_ENSMUSG00000031486.7,90,68,160,116,141,90,72,50
Gpr125_ENSMUSG00000029090.7,265,179,380,197,283,233,146,158
Gpr126_ENSMUSG00000039116.4,65,44,168,84,44,50,52,50
Gpr128_ENSMUSG00000022755.4,3,5,0,1,3,0,0,5
Gpr12_ENSMUSG00000041468.6,0,0,0,0,3,0,0,0
Gpr132_ENSMUSG00000021298.7,497,373,437,375,423,372,302,265
Gpr133_ENSMUSG00000044017.9,86,97,143,105,79,79,71,68
Gpr135_ENSMUSG00000043398.4,1,1,0,4,0,0,8,2
Gpr137_ENSMUSG00000024958.6,265,337,325,312,347,335,343,325
Gpr137b_ENSMUSG00000021306.9,264,265,478,806,200,285,807,827
Gpr137c_ENSMUSG00000049092.10,13,1,0,3,0,0,1,7
Gpr139_ENSMUSG00000066197.4,0,0,0,0,0,0,0,0
Gpr141_ENSMUSG00000053101.2,232,120,271,231,132,104,212,216
Gpr142_ENSMUSG00000034677.3,0,0,0,0,0,2,0,0
Gpr143_ENSMUSG00000025333.4,3,1,1,10,9,3,0,4
Gpr146_ENSMUSG00000044197.7,185,217,289,234,165,166,245,173
Gpr149_ENSMUSG00000043441.5,0,0,0,0,0,0,0,0
Gpr150_ENSMUSG00000045509.4,1,0,2,3,0,2,0,0
Gpr151_ENSMUSG00000042816.3,0,0,0,0,0,0,0,0
Gpr152_ENSMUSG00000044724.7,0,0,0,0,0,0,0,0
Gpr153_ENSMUSG00000042804.7,31,28,62,25,32,46,21,12
Gpr155_ENSMUSG00000041762.8,741,462,873,900,1259,515,641,624
Gpr156_ENSMUSG00000046961.7,9,10,3,7,7,5,17,0
Gpr157_ENSMUSG00000047875.5,27,14,43,23,14,11,11,14
Gpr158_ENSMUSG00000045967.10,0,0,0,0,3,0,0,0
Gpr15_ENSMUSG00000047293.6,27,51,22,31,49,44,72,39
Gpr160_ENSMUSG00000037661.8,96,81,194,174,148,91,209,250
Gpr161_ENSMUSG00000040836.8,2,0,5,7,13,11,0,5
Gpr162_ENSMUSG00000038390.8,24,10,16,8,9,11,20,11
Gpr165_ENSMUSG00000031210.4,0,0,1,1,13,1,0,2
Gpr171_ENSMUSG00000050075.8,596,654,541,407,709,872,958,462
Gpr172b_ENSMUSG00000022560.8,145,187,151,163,175,175,169,132
Gpr173_ENSMUSG00000056679.6,1,0,0,0,0,0,0,0
Gpr173_ENSMUSG00000091417.1,0,0,0,0,0,0,0,0
Gpr174_ENSMUSG00000073008.4,226,173,88,103,193,104,94,103
Gpr176_ENSMUSG00000040133.2,4,0,1,1,10,1,2,0
Gpr179_ENSMUSG00000070337.4,3,0,12,0,0,0,2,4
Gpr17_ENSMUSG00000052229.5,0,0,0,0,0,0,0,0
Gpr180_ENSMUSG00000022131.2,153,171,156,189,241,154,188,199
Gpr182_ENSMUSG00000058396.6,69,177,97,102,127,135,35,78
